FullName,AadhaarOrIdRef,Age,Gender,Address,CaseId
Naveen Patil,XXXX-XXXX-9604,50,Male,Mysuru,48211000000054194
Naveen Patil,XXXX-XXXX-9604,50,Male,Mysuru,48211000000054108
Farida Joshi,XXXX-XXXX-5717,23,Male,Bengaluru Urban,48211000000054160
Farida Joshi,XXXX-XXXX-5717,23,Male,Kalaburagi,48211000000054146
Arjun Hegde,XXXX-XXXX-3702,40,Male,Mysuru,48211000000054103
Arjun Hegde,XXXX-XXXX-3702,40,Male,Mysuru,48211000000054078
Arjun Hegde,XXXX-XXXX-3702,40,Male,Kalaburagi,48211000000054158
Arjun Hegde,XXXX-XXXX-3702,40,Male,Bengaluru Urban,48211000000054205
Shilpa Joshi,XXXX-XXXX-7909,21,Male,Hubballi-Dharwad,48211000000054152
Shilpa Joshi,XXXX-XXXX-7909,21,Male,Bengaluru Urban,48211000000054072
Lakshmi Khan,XXXX-XXXX-6140,40,Male,Hubballi-Dharwad,48211000000054107
Lakshmi Khan,XXXX-XXXX-6140,40,Male,Bengaluru Urban,48211000000054212
Pooja Naik,XXXX-XXXX-4265,48,Male,Mangaluru,48211000000054154
Ganesh Bhat,XXXX-XXXX-6447,23,Female,Mangaluru,48211000000054089
Harish Joshi,XXXX-XXXX-7576,23,Female,Mangaluru,48211000000054125
Vinod Gowda,XXXX-XXXX-3081,19,Male,Kalaburagi,48211000000054095
Naveen Sharma,XXXX-XXXX-8624,59,Male,Mangaluru,48211000000054077
Girish Yadav,XXXX-XXXX-8771,60,Male,Mysuru,48211000000054093
Prakash Khan,XXXX-XXXX-9983,26,Male,Bengaluru Urban,48211000000054076
Ramesh Bhat,XXXX-XXXX-2683,51,Female,Belagavi,48211000000054218
Shilpa Gowda,XXXX-XXXX-8107,30,Male,Mysuru,48211000000054130
Ramesh Patil,XXXX-XXXX-4486,36,Female,Mysuru,48211000000054082
Sharath Bhat,XXXX-XXXX-6341,34,Female,Belagavi,48211000000054143
Ganesh Yadav,XXXX-XXXX-3147,21,Female,Mangaluru,48211000000054184
Ravi Sharma,XXXX-XXXX-8506,60,Female,Mangaluru,48211000000054161
Anita Sharma,XXXX-XXXX-9466,44,Female,Bengaluru Urban,48211000000054191
Prakash Khan,XXXX-XXXX-3487,51,Female,Mangaluru,48211000000054140
Ramesh Yadav,XXXX-XXXX-8211,29,Female,Hubballi-Dharwad,48211000000054127
Ramesh Bhat,XXXX-XXXX-3454,29,Male,Kalaburagi,48211000000054075
Santosh Nayak,XXXX-XXXX-2971,53,Male,Hubballi-Dharwad,48211000000054134
Iqbal Reddy,XXXX-XXXX-9492,51,Female,Kalaburagi,48211000000054199
Santosh Bhat,XXXX-XXXX-2738,53,Male,Hubballi-Dharwad,48211000000054109
Sharath Shetty,XXXX-XXXX-5537,20,Male,Mysuru,48211000000054207
Arjun Joshi,XXXX-XXXX-1456,22,Male,Belagavi,48211000000054147
Iqbal Nayak,XXXX-XXXX-9282,56,Female,Bengaluru Urban,48211000000054116
Kiran Naik,XXXX-XXXX-5541,46,Female,Mysuru,48211000000054137
Vijay Bhat,XXXX-XXXX-8832,50,Male,Kalaburagi,48211000000054175
Meena Khan,XXXX-XXXX-5253,53,Male,Hubballi-Dharwad,48211000000054087
Anita Joshi,XXXX-XXXX-3246,44,Male,Kalaburagi,48211000000054069
Harish Joshi,XXXX-XXXX-6177,22,Female,Bengaluru Urban,48211000000054105
Sharath Hegde,XXXX-XXXX-2198,31,Female,Belagavi,48211000000054102
Basavaraj Bhat,XXXX-XXXX-3004,27,Female,Kalaburagi,48211000000054214
Deepa Reddy,XXXX-XXXX-6999,27,Male,Hubballi-Dharwad,48211000000054144
Divya Gowda,XXXX-XXXX-8663,32,Female,Hubballi-Dharwad,48211000000054131
Manjunath Hegde,XXXX-XXXX-8983,28,Female,Kalaburagi,48211000000054070
Anita Shetty,XXXX-XXXX-3645,45,Female,Mangaluru,48211000000054166
Harish Desai,XXXX-XXXX-7902,30,Male,Kalaburagi,48211000000054153
Iqbal Rao,XXXX-XXXX-6995,19,Male,Mysuru,48211000000054171
Vijay Joshi,XXXX-XXXX-8216,19,Male,Kalaburagi,48211000000054170
Iqbal Khan,XXXX-XXXX-5840,50,Male,Hubballi-Dharwad,48211000000054091
Manjunath Sharma,XXXX-XXXX-4744,24,Male,Kalaburagi,48211000000054203
Nagesh Patil,XXXX-XXXX-1648,29,Male,Bengaluru Urban,48211000000054088
Lakshmi Gowda,XXXX-XXXX-7918,34,Male,Bengaluru Urban,48211000000054200
Prakash Khan,XXXX-XXXX-9434,54,Male,Bengaluru Urban,48211000000054117
Meena Desai,XXXX-XXXX-2465,35,Male,Hubballi-Dharwad,48211000000054156
Pooja Naik,XXXX-XXXX-4003,45,Male,Bengaluru Urban,48211000000054114
Nagesh Kumar,XXXX-XXXX-2451,34,Male,Mangaluru,48211000000054122
Girish Yadav,XXXX-XXXX-4643,22,Male,Kalaburagi,48211000000054202
Kavya Rao,XXXX-XXXX-8434,18,Male,Bengaluru Urban,48211000000054182
Vijay Hegde,XXXX-XXXX-5388,57,Male,Hubballi-Dharwad,48211000000054208
Suresh Khan,XXXX-XXXX-4906,25,Male,Mangaluru,48211000000054197
Nagesh Kumar,XXXX-XXXX-3967,30,Male,Hubballi-Dharwad,48211000000054173
Deepa Patil,XXXX-XXXX-9701,31,Male,Mysuru,48211000000054215
Mahesh Khan,XXXX-XXXX-3914,35,Male,Bengaluru Urban,48211000000054104
Pooja Kumar,XXXX-XXXX-5103,20,Male,Belagavi,48211000000054139
Ramesh Naik,XXXX-XXXX-9284,53,Male,Mangaluru,48211000000054120
Arjun Joshi,XXXX-XXXX-5025,46,Male,Hubballi-Dharwad,48211000000054126
Sunita Yadav,XXXX-XXXX-8080,60,Male,Bengaluru Urban,48211000000054090
Vijay Yadav,XXXX-XXXX-7440,50,Male,Mangaluru,48211000000054079
Meena Shetty,XXXX-XXXX-4761,39,Male,Kalaburagi,48211000000054132
Anita Sharma,XXXX-XXXX-3289,43,Male,Mangaluru,48211000000054180
Suresh Yadav,XXXX-XXXX-3126,18,Male,Mangaluru,48211000000054186
Deepa Naik,XXXX-XXXX-5187,45,Male,Mysuru,48211000000054192
Suresh Rao,XXXX-XXXX-7240,50,Female,Mysuru,48211000000054119
Basavaraj Nayak,XXXX-XXXX-4968,36,Male,Hubballi-Dharwad,48211000000054100
Mahesh Gowda,XXXX-XXXX-3581,35,Male,Mysuru,48211000000054163
Ramesh Patil,XXXX-XXXX-6966,39,Female,Belagavi,48211000000054211
Iqbal Shetty,XXXX-XXXX-1564,37,Male,Kalaburagi,48211000000054142
Ravi Gowda,XXXX-XXXX-1017,39,Male,Kalaburagi,48211000000054124
Anil Joshi,XXXX-XXXX-5569,50,Female,Mangaluru,48211000000054210
Kiran Shetty,XXXX-XXXX-9269,18,Male,Mangaluru,48211000000054195
Nagesh Yadav,XXXX-XXXX-2470,27,Male,Bengaluru Urban,48211000000054098
Naveen Kumar,XXXX-XXXX-7454,19,Male,Mangaluru,48211000000054112
Basavaraj Reddy,XXXX-XXXX-4814,23,Female,Hubballi-Dharwad,48211000000054159
Arjun Yadav,XXXX-XXXX-3543,60,Female,Bengaluru Urban,48211000000054187
Pooja Sharma,XXXX-XXXX-7381,38,Female,Kalaburagi,48211000000054074
Santosh Gowda,XXXX-XXXX-5655,57,Female,Bengaluru Urban,48211000000054157
Prakash Kumar,XXXX-XXXX-9404,58,Male,Kalaburagi,48211000000054167
Farida Naik,XXXX-XXXX-9282,26,Female,Mangaluru,48211000000054141
Lakshmi Khan,XXXX-XXXX-1263,55,Female,Kalaburagi,48211000000054183
Sunita Naik,XXXX-XXXX-4767,23,Male,Mangaluru,48211000000054148
Suresh Gowda,XXXX-XXXX-6909,24,Male,Hubballi-Dharwad,48211000000054084
Anita Joshi,XXXX-XXXX-1831,58,Male,Mangaluru,48211000000054085
Deepa Khan,XXXX-XXXX-5006,49,Male,Bengaluru Urban,48211000000054190
Ramesh Joshi,XXXX-XXXX-2148,50,Female,Mangaluru,48211000000054138
Anil Reddy,XXXX-XXXX-9617,22,Female,Mangaluru,48211000000054092
Farida Joshi,XXXX-XXXX-5131,22,Male,Mangaluru,48211000000054086
Sharath Naik,XXXX-XXXX-4362,32,Female,Belagavi,48211000000054185
Deepa Joshi,XXXX-XXXX-9092,42,Male,Hubballi-Dharwad,48211000000054217
Santosh Sharma,XXXX-XXXX-5707,20,Female,Mysuru,48211000000054196
