FullName,AadhaarOrIdRef,Age,Gender,Address,CaseId
Sharath Bhat,XXXX-XXXX-2186,24,Male,48211000000054405,48211000000125299
Sharath Bhat,XXXX-XXXX-2186,24,Male,48211000000054393,48211000000096740
Sharath Bhat,XXXX-XXXX-2186,24,Male,48211000000048016,48211000000079630
Sharath Bhat,XXXX-XXXX-2186,24,Male,48211000000054381,48211000000075437
Manjunath Naik,XXXX-XXXX-7176,25,Male,48211000000054401,48211000000117429
Manjunath Naik,XXXX-XXXX-7176,25,Male,48211000000054403,48211000000122313
Manjunath Naik,XXXX-XXXX-7176,25,Male,48211000000054397,48211000000111103
Manjunath Naik,XXXX-XXXX-7176,25,Male,48211000000048018,48211000000102142
Manjunath Naik,XXXX-XXXX-7176,25,Male,48211000000054401,48211000000118217
Mohan Nair,XXXX-XXXX-7078,32,Male,48211000000054403,48211000000122286
Mohan Nair,XXXX-XXXX-7078,32,Male,48211000000048016,48211000000078868
Anil Bhat,XXXX-XXXX-7530,42,Male,48211000000054381,48211000000075311
Anil Bhat,XXXX-XXXX-7530,42,Male,48211000000048018,48211000000101863
Anil Bhat,XXXX-XXXX-7530,42,Male,48211000000054391,48211000000097857
Anil Bhat,XXXX-XXXX-7530,42,Male,48211000000048016,48211000000079591
Anil Bhat,XXXX-XXXX-7530,42,Male,48211000000054390,48211000000095922
Naveen Reddy,XXXX-XXXX-6143,22,Male,48211000000048014,48211000000109455
Naveen Reddy,XXXX-XXXX-6143,22,Male,48211000000054402,48211000000116642
Naveen Reddy,XXXX-XXXX-6143,22,Male,48211000000054402,48211000000119885
Rajesh Nair,XXXX-XXXX-8178,28,Male,48211000000054390,48211000000096196
Rajesh Nair,XXXX-XXXX-8178,28,Male,48211000000048013,48211000000079991
Geetha Khan,XXXX-XXXX-9243,21,Female,48211000000054390,48211000000097788
Geetha Khan,XXXX-XXXX-9243,21,Female,48211000000048013,48211000000081014
Geetha Khan,XXXX-XXXX-9243,21,Female,48211000000054392,48211000000099651
Geetha Khan,XXXX-XXXX-9243,21,Female,48211000000054389,48211000000094671
Ganesh Bhat,XXXX-XXXX-1070,40,Male,48211000000048017,48211000000095239
Ganesh Desai,XXXX-XXXX-5275,44,Male,48211000000054404,48211000000124364
Naveen Iyer,XXXX-XXXX-6661,43,Male,48211000000054405,48211000000126121
Yogesh Achar,XXXX-XXXX-4317,18,Male,48211000000054404,48211000000124034
Iqbal Setty,XXXX-XXXX-8276,31,Male,48211000000054396,48211000000108572
Nataraj Menon,XXXX-XXXX-9700,36,Male,48211000000054402,48211000000121712
Suresh Shetty,XXXX-XXXX-6038,22,Male,48211000000048015,48211000000091348
Manjunath Iyer,XXXX-XXXX-5910,41,Male,48211000000054394,48211000000105886
Vani Hegde,XXXX-XXXX-2640,43,Female,48211000000054403,48211000000123044
Ravi Khan,XXXX-XXXX-8550,39,Male,48211000000054383,48211000000081868
Nagesh Menon,XXXX-XXXX-7373,44,Male,48211000000054399,48211000000114361
Ravi Bhat,XXXX-XXXX-5098,31,Male,48211000000054387,48211000000087112
Lokesh Desai,XXXX-XXXX-8850,54,Male,48211000000048016,48211000000079638
Indira Desai,XXXX-XXXX-2224,52,Female,48211000000054393,48211000000104123
Raghavendra Setty,XXXX-XXXX-1252,25,Male,48211000000054383,48211000000074538
Umesh Gowda,XXXX-XXXX-6500,18,Male,48211000000054386,48211000000086389
Devaraj Khan,XXXX-XXXX-1196,55,Male,48211000000054391,48211000000098974
Santosh Desai,XXXX-XXXX-3230,55,Male,48211000000054381,48211000000075606
Divya Rao,XXXX-XXXX-1782,39,Female,48211000000054386,48211000000082672
Ashok Desai,XXXX-XXXX-8193,21,Male,48211000000054383,48211000000081854
Nataraj Joshi,XXXX-XXXX-4088,25,Male,48211000000054386,48211000000085834
Vijay Khan,XXXX-XXXX-6982,22,Male,48211000000048014,48211000000109253
Ganesh Achar,XXXX-XXXX-3844,40,Male,48211000000054396,48211000000102449
Devaraj Gowda,XXXX-XXXX-2860,26,Male,48211000000054388,48211000000091238
Basavaraj Achar,XXXX-XXXX-2417,20,Male,48211000000054391,48211000000099299
Lokesh Desai,XXXX-XXXX-6798,32,Male,48211000000054382,48211000000078224
Iqbal Naik,XXXX-XXXX-1865,39,Male,48211000000054384,48211000000074688
Om Prakash Hegde,XXXX-XXXX-6037,29,Male,48211000000048017,48211000000096062
Basavaraj Pillai,XXXX-XXXX-9540,18,Male,48211000000048014,48211000000109454
Kiran Joshi,XXXX-XXXX-8272,23,Male,48211000000054388,48211000000090407
Pooja Desai,XXXX-XXXX-8273,41,Female,48211000000054400,48211000000115409
Anil Naidu,XXXX-XXXX-7496,19,Male,48211000000054381,48211000000076443
Iqbal Patil,XXXX-XXXX-1184,36,Male,48211000000048018,48211000000101706
Ashok Reddy,XXXX-XXXX-3025,49,Male,48211000000054402,48211000000116733
Prakash Rao,XXXX-XXXX-6795,28,Male,48211000000048014,48211000000106933
Girish Naik,XXXX-XXXX-6356,20,Male,48211000000054401,48211000000118196
Vijay Verma,XXXX-XXXX-4713,53,Male,48211000000054389,48211000000093940
Suresh Reddy,XXXX-XXXX-7546,44,Male,48211000000048015,48211000000091858
Naveen Desai,XXXX-XXXX-9587,44,Male,48211000000054384,48211000000083104
Radha Joshi,XXXX-XXXX-5256,28,Female,48211000000054399,48211000000114122
Kiran Iyer,XXXX-XXXX-1070,54,Male,48211000000048016,48211000000079725
Radha Patil,XXXX-XXXX-3944,37,Female,48211000000054393,48211000000103783
Santosh Desai,XXXX-XXXX-8055,27,Male,48211000000054405,48211000000125537
Anil Setty,XXXX-XXXX-7485,46,Male,48211000000054397,48211000000110299
Naveen Naik,XXXX-XXXX-8121,26,Male,48211000000054400,48211000000117181
Vinod Bhat,XXXX-XXXX-9224,28,Male,48211000000054391,48211000000098874
Umesh Hegde,XXXX-XXXX-2645,45,Male,48211000000054404,48211000000124841
Ravi Patil,XXXX-XXXX-8789,33,Male,48211000000054405,48211000000124967
Santosh Desai,XXXX-XXXX-9451,50,Male,48211000000054390,48211000000097591
Kalpana Gowda,XXXX-XXXX-4845,33,Female,48211000000054392,48211000000099645
Nataraj Nair,XXXX-XXXX-9591,53,Male,48211000000054382,48211000000077147
Santosh Naik,XXXX-XXXX-6475,49,Male,48211000000054402,48211000000121437
Suresh Rao,XXXX-XXXX-8155,21,Male,48211000000054393,48211000000104209
Manjunath Reddy,XXXX-XXXX-4032,35,Male,48211000000054396,48211000000108318
Uma Kumar,XXXX-XXXX-9688,36,Female,48211000000054403,48211000000118258
Krishna Shetty,XXXX-XXXX-3609,40,Male,48211000000054383,48211000000081820
Dinesh Setty,XXXX-XXXX-5266,30,Male,48211000000054381,48211000000077011
Suresh Bhat,XXXX-XXXX-4794,27,Male,48211000000054386,48211000000082567
Lokesh Kumar,XXXX-XXXX-6879,38,Male,48211000000054399,48211000000114189
Shanti Achar,XXXX-XXXX-3513,22,Female,48211000000054390,48211000000096366
Ravi Hegde,XXXX-XXXX-4639,39,Male,48211000000054404,48211000000123972
Prakash Kumar,XXXX-XXXX-8111,25,Male,48211000000048018,48211000000103331
Vinod Bhat,XXXX-XXXX-9145,45,Male,48211000000054398,48211000000111352
Lokesh Achar,XXXX-XXXX-5306,38,Male,48211000000054385,48211000000085584
Sharath Khan,XXXX-XXXX-9702,33,Male,48211000000054384,48211000000083080
Anil Joshi,XXXX-XXXX-5375,38,Male,48211000000048014,48211000000106694
Vijay Reddy,XXXX-XXXX-4983,31,Male,48211000000054392,48211000000100710
Praveen Setty,XXXX-XXXX-1276,34,Male,48211000000054388,48211000000090456
Lokesh Shetty,XXXX-XXXX-1290,36,Male,48211000000054396,48211000000108131
Praveen Iyer,XXXX-XXXX-6257,50,Male,48211000000054387,48211000000089284
Kalpana Shetty,XXXX-XXXX-5694,43,Female,48211000000048016,48211000000080130
Prakash Naidu,XXXX-XXXX-5583,47,Male,48211000000054405,48211000000126116
Harish Verma,XXXX-XXXX-2394,19,Male,48211000000048016,48211000000079252
Vinod Patil,XXXX-XXXX-7717,30,Male,48211000000054404,48211000000123834
Suresh Kumar,XXXX-XXXX-2988,38,Male,48211000000054389,48211000000094559
Kiran Kumar,XXXX-XXXX-8040,36,Male,48211000000054392,48211000000100492
Nagesh Reddy,XXXX-XXXX-3903,44,Male,48211000000048016,48211000000078395
Ravi Iyer,XXXX-XXXX-7326,24,Male,48211000000054385,48211000000084772
Chandru Reddy,XXXX-XXXX-5099,28,Male,48211000000054397,48211000000110008
Sharath Rao,XXXX-XXXX-2144,34,Male,48211000000054404,48211000000124410
Nagesh Reddy,XXXX-XXXX-8935,31,Male,48211000000054401,48211000000113545
Yogesh Reddy,XXXX-XXXX-8338,34,Male,48211000000054400,48211000000115259
Ravi Menon,XXXX-XXXX-5640,27,Male,48211000000054389,48211000000094929
Yogesh Patil,XXXX-XXXX-9232,32,Male,48211000000054399,48211000000114075
Chandru Gowda,XXXX-XXXX-4715,53,Male,48211000000054395,48211000000107724
Basavaraj Naidu,XXXX-XXXX-1005,39,Male,48211000000054388,48211000000090062
Mohan Naidu,XXXX-XXXX-2349,18,Male,48211000000054386,48211000000086857
Om Prakash Menon,XXXX-XXXX-2747,23,Male,48211000000054389,48211000000094178
Vinod Joshi,XXXX-XXXX-5894,30,Male,48211000000048014,48211000000106932
Santosh Reddy,XXXX-XXXX-3838,53,Male,48211000000054383,48211000000074591
Ganesh Gowda,XXXX-XXXX-2827,38,Male,48211000000054397,48211000000110554
Mahesh Reddy,XXXX-XXXX-7627,39,Male,48211000000054402,48211000000121370
Praveen Khan,XXXX-XXXX-8856,52,Male,48211000000054385,48211000000084994
Mahesh Bhat,XXXX-XXXX-3141,20,Male,48211000000054403,48211000000118561
Naveen Hegde,XXXX-XXXX-9570,45,Male,48211000000054388,48211000000089913
Iqbal Verma,XXXX-XXXX-6694,53,Male,48211000000054381,48211000000075471
Chandru Achar,XXXX-XXXX-6025,19,Male,48211000000054403,48211000000123226
Jagadish Patil,XXXX-XXXX-3102,45,Male,48211000000054395,48211000000107540
Devaraj Naik,XXXX-XXXX-5798,41,Male,48211000000048018,48211000000102237
Harish Shetty,XXXX-XXXX-9998,36,Male,48211000000054399,48211000000108979
Harish Iyer,XXXX-XXXX-4254,28,Male,48211000000054381,48211000000075403
Vinod Pillai,XXXX-XXXX-7406,45,Male,48211000000048016,48211000000080269
Kalpana Nair,XXXX-XXXX-7105,55,Female,48211000000048018,48211000000102041
Lokesh Khan,XXXX-XXXX-2721,31,Male,48211000000048014,48211000000106468
Chaya Patil,XXXX-XXXX-2034,34,Female,48211000000054388,48211000000083803
Ramesh Bhat,XXXX-XXXX-7396,38,Male,48211000000054398,48211000000112619
Sharath Verma,XXXX-XXXX-5740,35,Male,48211000000048015,48211000000091864
Nagesh Patil,XXXX-XXXX-3124,36,Male,48211000000054392,48211000000090693
Deepa Achar,XXXX-XXXX-9320,52,Female,48211000000054405,48211000000125146
Rajesh Iyer,XXXX-XXXX-9579,53,Male,48211000000054396,48211000000108488
Dinesh Iyer,XXXX-XXXX-7289,23,Male,48211000000054400,48211000000114921
Jagadish Kumar,XXXX-XXXX-9060,32,Male,48211000000048013,48211000000080789
Prakash Pillai,XXXX-XXXX-5940,33,Male,48211000000054402,48211000000121140
Anil Patil,XXXX-XXXX-8433,22,Male,48211000000054381,48211000000076400
Kalpana Patil,XXXX-XXXX-6820,52,Female,48211000000048018,48211000000101480
Anitha Kumar,XXXX-XXXX-4540,18,Female,48211000000054393,48211000000103785
Chandru Menon,XXXX-XXXX-9136,18,Male,48211000000048018,48211000000101884
Anil Verma,XXXX-XXXX-4607,27,Male,48211000000054388,48211000000089956
Geetha Desai,XXXX-XXXX-3057,53,Female,48211000000054382,48211000000077252
Suresh Rao,XXXX-XXXX-5941,21,Male,48211000000054402,48211000000119449
Rajesh Naidu,XXXX-XXXX-7446,41,Male,48211000000054398,48211000000113438
Indira Patil,XXXX-XXXX-5656,54,Female,48211000000054402,48211000000116474
Basavaraj Rao,XXXX-XXXX-6401,54,Male,48211000000048017,48211000000092474
Devaraj Hegde,XXXX-XXXX-7797,34,Male,48211000000054392,48211000000090739
Santosh Pillai,XXXX-XXXX-2300,42,Male,48211000000054401,48211000000113766
Santosh Verma,XXXX-XXXX-5969,48,Male,48211000000054391,48211000000098616
Ravi Kumar,XXXX-XXXX-5097,32,Male,48211000000054400,48211000000117291
Suresh Desai,XXXX-XXXX-9660,32,Male,48211000000054386,48211000000082548
Girish Nair,XXXX-XXXX-6873,43,Male,48211000000054387,48211000000087184
Santosh Bhat,XXXX-XXXX-3718,18,Male,48211000000054398,48211000000112953
Raghavendra Menon,XXXX-XXXX-5548,48,Male,48211000000054384,48211000000083430
Ravi Naik,XXXX-XXXX-3311,21,Male,48211000000054405,48211000000125359
Basavaraj Menon,XXXX-XXXX-4473,50,Male,48211000000048014,48211000000109022
Mohan Naik,XXXX-XXXX-7939,52,Male,48211000000048018,48211000000103248
Mahesh Gowda,XXXX-XXXX-2466,32,Male,48211000000048017,48211000000092387
Shanti Nair,XXXX-XXXX-3567,33,Female,48211000000054403,48211000000122574
Naveen Naik,XXXX-XXXX-2322,29,Male,48211000000054400,48211000000115719
Manjunath Gowda,XXXX-XXXX-8712,42,Male,48211000000054389,48211000000094174
Santosh Menon,XXXX-XXXX-6558,50,Male,48211000000054397,48211000000110674
Ravi Achar,XXXX-XXXX-8023,45,Male,48211000000054389,48211000000093992
Iqbal Verma,XXXX-XXXX-3349,48,Male,48211000000054398,48211000000113125
Nagesh Pillai,XXXX-XXXX-8274,47,Male,48211000000054397,48211000000110993
Chandru Pillai,XXXX-XXXX-5914,52,Male,48211000000054399,48211000000111932
Raghavendra Shetty,XXXX-XXXX-8928,20,Male,48211000000054384,48211000000083010
Hema Hegde,XXXX-XXXX-2987,40,Female,48211000000054387,48211000000087048
Lokesh Iyer,XXXX-XXXX-6150,21,Male,48211000000048014,48211000000109526
Nagesh Shetty,XXXX-XXXX-9975,45,Male,48211000000054386,48211000000086848
Deepa Shetty,XXXX-XXXX-3069,55,Female,48211000000054397,48211000000112161
Nagesh Joshi,XXXX-XXXX-5158,19,Male,48211000000054387,48211000000087541
Manjunath Rao,XXXX-XXXX-4288,20,Male,48211000000054396,48211000000108590
Mahesh Hegde,XXXX-XXXX-9471,18,Male,48211000000054392,48211000000090662
Santosh Pillai,XXXX-XXXX-6774,41,Male,48211000000054387,48211000000089765
Harish Joshi,XXXX-XXXX-5788,19,Male,48211000000048018,48211000000100909
Kiran Desai,XXXX-XXXX-1673,31,Male,48211000000054387,48211000000089440
Mohan Reddy,XXXX-XXXX-7042,39,Male,48211000000054404,48211000000124737
Sathish Naik,XXXX-XXXX-5941,48,Male,48211000000054402,48211000000116900
Ramesh Pillai,XXXX-XXXX-1469,34,Male,48211000000054397,48211000000111052
Vinod Naik,XXXX-XXXX-2770,19,Male,48211000000054401,48211000000118193
Chaya Kumar,XXXX-XXXX-3865,41,Female,48211000000048016,48211000000079069
Harish Khan,XXXX-XXXX-6241,34,Male,48211000000054392,48211000000090997
Naveen Reddy,XXXX-XXXX-9823,23,Male,48211000000054381,48211000000076191
Sathish Gowda,XXXX-XXXX-2336,30,Male,48211000000054397,48211000000110364
Lokesh Naik,XXXX-XXXX-4618,33,Male,48211000000054401,48211000000117587
Nagesh Achar,XXXX-XXXX-5115,53,Male,48211000000048018,48211000000101854
Ramesh Naik,XXXX-XXXX-6150,30,Male,48211000000054381,48211000000075255
Umesh Desai,XXXX-XXXX-3776,55,Male,48211000000048018,48211000000101815
Suresh Rao,XXXX-XXXX-3543,20,Male,48211000000054382,48211000000077984
Jagadish Pillai,XXXX-XXXX-3375,21,Male,48211000000054391,48211000000098285
Jagadish Naidu,XXXX-XXXX-5241,33,Male,48211000000054384,48211000000083669
Rajesh Rao,XXXX-XXXX-5069,34,Male,48211000000048014,48211000000109419
Sharath Verma,XXXX-XXXX-2374,53,Male,48211000000048013,48211000000081168
Ganesh Naik,XXXX-XXXX-9022,42,Male,48211000000054394,48211000000105280
Naveen Hegde,XXXX-XXXX-8014,50,Male,48211000000054396,48211000000108371
Nataraj Hegde,XXXX-XXXX-8312,32,Male,48211000000054384,48211000000083223
Vani Setty,XXXX-XXXX-1613,31,Female,48211000000048015,48211000000093368
Hema Hegde,XXXX-XXXX-2645,53,Female,48211000000054405,48211000000125132
Anil Desai,XXXX-XXXX-1512,30,Male,48211000000054400,48211000000115981
Om Prakash Kumar,XXXX-XXXX-2158,23,Male,48211000000054391,48211000000098150
Rajesh Gowda,XXXX-XXXX-3020,22,Male,48211000000054400,48211000000116135
Suresh Khan,XXXX-XXXX-7085,41,Male,48211000000054381,48211000000076399
Lokesh Verma,XXXX-XXXX-1768,45,Male,48211000000054384,48211000000083115
Ganesh Setty,XXXX-XXXX-8587,38,Male,48211000000054387,48211000000087616
Chaya Desai,XXXX-XXXX-6095,37,Female,48211000000054388,48211000000091016
Mahesh Hegde,XXXX-XXXX-1729,50,Male,48211000000054398,48211000000113161
Rajesh Verma,XXXX-XXXX-8654,25,Male,48211000000054381,48211000000071889
Nataraj Hegde,XXXX-XXXX-3028,20,Male,48211000000054404,48211000000124196
Sharath Desai,XXXX-XXXX-4305,26,Male,48211000000054382,48211000000077272
Om Prakash Gowda,XXXX-XXXX-5338,23,Male,48211000000054405,48211000000125468
Mahesh Setty,XXXX-XXXX-9777,19,Male,48211000000054404,48211000000124475
Praveen Verma,XXXX-XXXX-8434,35,Male,48211000000048016,48211000000076773
Santosh Setty,XXXX-XXXX-8230,26,Male,48211000000048013,48211000000079827
Raghavendra Achar,XXXX-XXXX-6640,48,Male,48211000000048014,48211000000109591
Yogesh Verma,XXXX-XXXX-2781,26,Male,48211000000048016,48211000000078551
Prakash Desai,XXXX-XXXX-4858,51,Male,48211000000054397,48211000000110108
Nataraj Reddy,XXXX-XXXX-1268,36,Male,48211000000054387,48211000000089731
Krishna Verma,XXXX-XXXX-1856,22,Male,48211000000054391,48211000000097876
Yogesh Khan,XXXX-XXXX-6918,26,Male,48211000000054404,48211000000123549
Indira Bhat,XXXX-XXXX-8588,28,Female,48211000000048016,48211000000079646
Rajesh Hegde,XXXX-XXXX-5557,35,Male,48211000000054389,48211000000095001
Yogesh Naidu,XXXX-XXXX-2664,48,Male,48211000000054399,48211000000114577
Nagesh Pillai,XXXX-XXXX-5558,34,Male,48211000000054397,48211000000110733
Ravi Hegde,XXXX-XXXX-5984,19,Male,48211000000054383,48211000000074335
Vijay Kumar,XXXX-XXXX-6972,18,Male,48211000000048018,48211000000100791
Lokesh Patil,XXXX-XXXX-9792,35,Male,48211000000054390,48211000000097753
Nagesh Nair,XXXX-XXXX-9406,54,Male,48211000000048015,48211000000091411
Devaraj Bhat,XXXX-XXXX-4189,27,Male,48211000000054392,48211000000100074
Yogesh Shetty,XXXX-XXXX-8894,24,Male,48211000000054388,48211000000091250
Om Prakash Reddy,XXXX-XXXX-9285,43,Male,48211000000054396,48211000000108273
Chandru Pillai,XXXX-XXXX-1048,23,Male,48211000000054405,48211000000121960
Krishna Joshi,XXXX-XXXX-6648,38,Male,48211000000048015,48211000000093350
Suresh Shetty,XXXX-XXXX-3642,33,Male,48211000000054382,48211000000077762
Mahesh Joshi,XXXX-XXXX-8816,20,Male,48211000000054387,48211000000087542
Lokesh Menon,XXXX-XXXX-5183,21,Male,48211000000054385,48211000000085045
Vinod Gowda,XXXX-XXXX-7251,29,Male,48211000000054401,48211000000117450
Basavaraj Hegde,XXXX-XXXX-8003,37,Male,48211000000054402,48211000000116807
Vinod Gowda,XXXX-XXXX-6430,49,Male,48211000000054394,48211000000105136
Yogesh Gowda,XXXX-XXXX-2131,43,Male,48211000000054392,48211000000100743
Ashok Pillai,XXXX-XXXX-4263,53,Male,48211000000054388,48211000000083901
Harish Naidu,XXXX-XXXX-8073,55,Male,48211000000054387,48211000000089101
Iqbal Menon,XXXX-XXXX-3225,32,Male,48211000000054388,48211000000083867
Raghavendra Pillai,XXXX-XXXX-5139,41,Male,48211000000054396,48211000000102941
Jagadish Gowda,XXXX-XXXX-9435,20,Male,48211000000054403,48211000000122763
Chandru Achar,XXXX-XXXX-1351,46,Male,48211000000054405,48211000000125285
Om Prakash Achar,XXXX-XXXX-1935,31,Male,48211000000054405,48211000000126316
Hema Naidu,XXXX-XXXX-7723,48,Female,48211000000048018,48211000000103070
Naveen Gowda,XXXX-XXXX-5065,52,Male,48211000000054390,48211000000097783
Iqbal Patil,XXXX-XXXX-4675,38,Male,48211000000054393,48211000000103426
Jagadish Gowda,XXXX-XXXX-8852,20,Male,48211000000048014,48211000000109612
Nataraj Achar,XXXX-XXXX-7616,26,Male,48211000000054400,48211000000114748
Girish Achar,XXXX-XXXX-6259,30,Male,48211000000054384,48211000000074852
Sharath Joshi,XXXX-XXXX-8742,36,Male,48211000000054400,48211000000115138
Mohan Desai,XXXX-XXXX-1457,22,Male,48211000000054389,48211000000094505
Yogesh Rao,XXXX-XXXX-9567,38,Male,48211000000054400,48211000000115141
Ashok Menon,XXXX-XXXX-1592,20,Male,48211000000054401,48211000000118059
Iqbal Reddy,XXXX-XXXX-7170,39,Male,48211000000054390,48211000000096608
Vijay Naidu,XXXX-XXXX-8854,54,Male,48211000000054387,48211000000089422
Mohan Rao,XXXX-XXXX-4304,23,Male,48211000000054393,48211000000104324
Basavaraj Hegde,XXXX-XXXX-3680,48,Male,48211000000054387,48211000000089696
Sathish Setty,XXXX-XXXX-2801,46,Male,48211000000054386,48211000000086159
Kavya Rao,XXXX-XXXX-9656,27,Female,48211000000054382,48211000000077480
Naveen Khan,XXXX-XXXX-3234,27,Male,48211000000054403,48211000000121749
Vijay Bhat,XXXX-XXXX-8687,30,Male,48211000000054403,48211000000118426
Dinesh Shetty,XXXX-XXXX-9457,49,Male,48211000000054386,48211000000086861
Lakshmi Bhat,XXXX-XXXX-4715,26,Female,48211000000054397,48211000000111143
Ramesh Patil,XXXX-XXXX-8073,50,Male,48211000000054381,48211000000071982
Chandru Iyer,XXXX-XXXX-7212,41,Male,48211000000054403,48211000000118792
Anitha Bhat,XXXX-XXXX-3688,27,Female,48211000000054385,48211000000085653
Anil Achar,XXXX-XXXX-6769,43,Male,48211000000048018,48211000000103361
Ashok Khan,XXXX-XXXX-3428,22,Male,48211000000054404,48211000000124179
Manjunath Reddy,XXXX-XXXX-2591,52,Male,48211000000054386,48211000000086271
Om Prakash Setty,XXXX-XXXX-2730,37,Male,48211000000048016,48211000000078627
Raghavendra Joshi,XXXX-XXXX-3539,26,Male,48211000000054392,48211000000099609
Krishna Shetty,XXXX-XXXX-6338,50,Male,48211000000054397,48211000000110172
Om Prakash Gowda,XXXX-XXXX-4492,55,Male,48211000000054402,48211000000121326
Ravi Bhat,XXXX-XXXX-9884,55,Male,48211000000054387,48211000000087357
Umesh Shetty,XXXX-XXXX-1234,28,Male,48211000000054394,48211000000106055
Prakash Joshi,XXXX-XXXX-6642,50,Male,48211000000054402,48211000000119451
Mahesh Naidu,XXXX-XXXX-7285,46,Male,48211000000054391,48211000000098718
Umesh Verma,XXXX-XXXX-6518,37,Male,48211000000054381,48211000000076430
Praveen Shetty,XXXX-XXXX-1014,55,Male,48211000000048015,48211000000093325
Mohan Khan,XXXX-XXXX-4933,37,Male,48211000000048018,48211000000100843
Vinod Patil,XXXX-XXXX-1845,22,Male,48211000000048015,48211000000091964
Harish Naidu,XXXX-XXXX-4197,29,Male,48211000000054399,48211000000111983
Om Prakash Desai,XXXX-XXXX-4435,21,Male,48211000000048013,48211000000079968
